order_id,customer_id,customer_name,email,phone,city,order_date,ship_date,category,unit_price_aed,quantity,payment_method,flag_ship_before_order,flag_invalid_email,flag_price_outlier
ORD003108,CUST00180,Yousef Khan,yousef.khan75@yahoo.com,+971 53 3258459,Fujairah,2026-01-18,2026-01-13,Books,118.2,1,Credit Card,True,False,False
ORD004797,CUST00790,Zainab Al Rashid,zainabalrashidgmail.com,+971 50 1532064,Ras Al Khaimah,2026-06-10,2026-06-12,Sports,108.44,1,Cash on Delivery,False,True,False
ORD000701,CUST00922,Khalid Al Falasi,khalid.alfalasi86@gmail.com,+971 51 3583794,Fujairah,2025-04-27,2025-04-25,Fashion,39.54,1,Cash on Delivery,True,False,False
ORD002843,CUST01143,Yousef Malik,yousef.malik83@gmail.com,+971 54 1828909,Sharjah,2026-11-01,2026-01-16,Beauty,292.05,2,Credit Card,True,False,False
ORD003290,CUST00573,Zainab Al Maktoum,zainabalmaktoumgmail.com,+971 51 3078241,Abu Dhabi,2025-01-02,2025-01-09,Sports,50.0,3,Credit Card,False,True,False
ORD000156,CUST00829,Sara Al Maktoum,sara.almaktoum13@yahoo.com,+971 51 5342289,Abu Dhabi,2025-05-05,2025-05-03,Home & Kitchen,32.64,4,Cash on Delivery,True,False,False
ORD002229,CUST00234,Noor Ibrahim,noor.ibrahim50@hotmail.com,+971 54 3206381,Dubai,2025-06-06,2025-06-04,Sports,10.31,2,Cash on Delivery,True,False,False
ORD003761,CUST00461,Salem Ibrahim,salemibrahimgmail.com,+971 59 2698288,Abu Dhabi,2026-04-12,2026-04-16,Beauty,92.03,1,Credit Card,False,True,False
ORD000157,CUST00264,Hassan Patel,hassan.patel@gmail,+971 56 3899223,Sharjah,2025-05-06,,Books,430.86,4,Credit Card,False,True,False
ORD000411,CUST00490,Amina Ahmed,amina.ahmed95@hotmail.com,+971 51 3389108,Ajman,2025-07-08,2025-07-09,Groceries,13586.0,1,Credit Card,False,False,True
ORD000981,CUST00442,Salem Al Ali,salem.alali@gmail,+971 50 8723932,Ajman,2025-08-25,,Home & Kitchen,146.32,4,Cash on Delivery,False,True,False
ORD000653,CUST00293,Sara Al Maktoum,sara.almaktoum21@yahoo.com,+971 53 8603326,Dubai,2026-08-05,2026-05-14,Beauty,50.96,4,Apple Pay,True,False,False
ORD003931,CUST00685,Layla Al Ali,layla.alali14@gmail.com,+971 55 6525389,Fujairah,2026-07-03,2026-03-11,Fashion,130.52,2,Credit Card,True,False,False
ORD000540,CUST00863,Ahmed  Patel,ahmed.patel@gmail,+971 56 3112852,Abu Dhabi,2025-09-06,2025-09-12,Home & Kitchen,37.45,2,Credit Card,False,True,False
ORD000426,CUST01548,Mariam Al Falasi,mariamalfalasigmail.com,+971 51 8749462,Sharjah,2026-02-24,2026-03-01,Beauty,262.08,5,Credit Card,False,True,False
ORD004332,CUST00286,Layla Sheikh,layla.sheikh64@gmail.com,+971 53 7447658,Ras Al Khaimah,2025-05-11,2025-05-14,Books,-21.04,3,Credit Card,False,False,True
ORD003630,CUST01268,Ahmed Al Amiri,ahmed.alamiri@gmail,+971 55 8335610,Ras Al Khaimah,2025-06-21,2025-06-23,Fashion,35.42,1,Credit Card,False,True,False
ORD003897,CUST01010,Sara Malik,saramalikgmail.com,+971 53 5675024,Ras Al Khaimah,2025-12-02,2025-12-05,Groceries,268.66,2,Credit Card,False,True,False
ORD002443,CUST01287,Fatima Al Rashid,fatima.alrashid31@gmail.com,+971 53 2988191,Fujairah,2025-02-01,2025-01-29,Sports,18.32,1,Credit Card,True,False,False
ORD000213,CUST01243,Sara Sheikh,sara.sheikh@gmail,+971 59 7797028,Dubai,2025-07-21,2025-07-23,Fashion,173.12,1,Credit Card,False,True,False
ORD002819,CUST00202,Yousef Ibrahim,yousef.ibrahim19@yahoo.com,+971 54 4951444,Dubai,2025-02-20,2025-02-15,Fashion,,4,Credit Card,True,False,False
ORD002481,CUST00395,Salem Malik,salem.malik38@outlook.com,+971 58 8553406,Fujairah,2026-02-12,2026-02-08,Toys,36.38,5,Cash on Delivery,True,False,False
ORD003350,CUST00566,Khalid Al Rashid,khalid.alrashid73@yahoo.com,+971 50 3016701,Dubai,2025-06-21,2025-06-18,Home & Kitchen,58.15,5,Credit Card,True,False,False
ORD000392,CUST01322,Noor Al Suwaidi,nooralsuwaidigmail.com,+971 58 4015593,Abu Dhabi,2025-02-24,2025-03-05,Beauty,109.06,1,Credit Card,False,True,False
ORD000657,CUST01069,Noor Rahman,noor.rahman60@outlook.com,+971 56 3353898,Fujairah,2025-11-04,2025-11-01,Sports,67.62,1,Credit Card,True,False,False
ORD002063,CUST00033,Aisha Al Suwaidi,aishaalsuwaidigmail.com,+971 59 4725910,Fujairah,2025-01-12,2025-01-19,Home & Kitchen,98.54,1,Credit Card,False,True,False
ORD001511,CUST00859,Rashid Al Rashid,rashid.alrashid@gmail,+971 56 5822224,Dubai,2026-06-28,2026-07-01,Electronics,21.29,1,Credit Card,False,True,False
ORD004672,CUST01312,Noor  Khan,noorkhangmail.com,+971 55 3501080,Fujairah,2025-04-22,,Beauty,13.05,2,Credit Card,False,True,False
ORD002062,CUST00813,Omar Al Falasi,omaralfalasigmail.com,+971 53 9959229,Abu Dhabi,2025-04-20,2025-04-30,Electronics,58.13,2,Credit Card,False,True,False
ORD002058,CUST00149,Mariam Ibrahim,mariam.ibrahim35@hotmail.com,+971 54 9817964,Ras Al Khaimah,2026-01-06,2026-01-14,Groceries,15987.0,1,Credit Card,False,False,True
ORD003650,CUST00141,Noor Rahman,noor.rahman@gmail,+971 50 5941708,Sharjah,2025-11-06,2025-11-12,Books,43.33,1,Apple Pay,False,True,False
ORD001801,CUST01494,Ali Al Ali,alialaligmail.com,+971 52 8982549,Dubai,2025-10-14,2025-10-17,Beauty,446.39,2,Apple Pay,False,True,False
ORD000370,CUST01129,Tariq  Al Maktoum,tariq.almaktoum@gmail,+971 54 2371865,Dubai,2026-06-07,2026-06-09,Books,30.78,2,Cash on Delivery,False,True,False
ORD001672,CUST00317,Reem Nasser,reemnassergmail.com,+971 58 5388737,Ras Al Khaimah,2025-05-11,2025-05-15,Toys,46.21,1,Apple Pay,False,True,False
ORD002900,CUST00551,Hassan Nasser,hassan.nasser94@yahoo.com,+971 56 7406114,Dubai,2026-02-14,2026-02-23,Beauty,8888.0,5,Debit Card,False,False,True
ORD003586,CUST00959,Huda Al Falasi,hudaalfalasigmail.com,+971 55 3573276,Abu Dhabi,2025-07-14,2025-07-16,Books,18.29,1,Credit Card,False,True,False
ORD004195,CUST00433,Reem Al Amiri,reem.alamiri@gmail,+971 50 9300975,Ajman,2025-01-08,2025-01-15,Electronics,6.13,2,Debit Card,False,True,False
ORD001898,CUST00577,Mariam Hassan,mariam.hassan@gmail,+971 59 4342298,Abu Dhabi,2026-03-06,2026-03-13,Electronics,,1,Cash on Delivery,False,True,False
ORD000824,CUST01675,Mariam Al Maktoum,mariam.almaktoum56@yahoo.com,+971 50 2943280,Ajman,2026-12-05,2026-05-21,Home & Kitchen,46.39,2,Cash on Delivery,True,False,False
ORD003216,CUST00773,Tariq Patel,tariqpatelgmail.com,+971 51 9506522,Sharjah,2026-06-09,2026-06-12,Sports,396.15,1,Apple Pay,False,True,False
ORD000679,CUST01065,Aisha Nasser,aisha.nasser@gmail,+971 53 5915038,Fujairah,2026-06-29,2026-07-08,Beauty,169.98,1,Apple Pay,False,True,False
ORD000401,CUST01471,Noor Patel,noor.patel47@outlook.com,+971 58 4250925,Sharjah,2025-08-03,2025-07-30,Fashion,13.54,5,Debit Card,True,False,False
ORD002822,CUST00550,Amina Khan,amina.khan64@outlook.com,+971 57 3359629,Ajman,2026-06-04,2026-04-16,Toys,-155.27,1,Credit Card,True,False,True
ORD000505,CUST00859,Omar Ibrahim,omar.ibrahim90@yahoo.com,+971 55 1238014,Ras Al Khaimah,2026-03-02,2026-02-12,Beauty,34.79,1,Cash on Delivery,True,False,False
ORD002794,CUST00078,Zainab Sheikh,zainab.sheikh@gmail,+971 52 8935315,Abu Dhabi,2026-02-16,,Sports,26.4,5,Credit Card,False,True,False
ORD002579,CUST00765,Amina Hassan,aminahassangmail.com,+971 59 3588769,Fujairah,2025-08-16,2025-08-19,Sports,88.29,1,Cash on Delivery,False,True,False
ORD000756,CUST00255,Sara Al Suwaidi,sara.alsuwaidi93@hotmail.com,+971 50 9403927,Ajman,2025-11-07,2025-07-12,Groceries,,2,Credit Card,True,False,False
ORD003873,CUST00388,Hassan Sheikh,hassan.sheikh20@hotmail.com,+971 54 5043583,Ras Al Khaimah,2025-07-06,2025-06-10,Fashion,22.26,1,Credit Card,True,False,False
ORD000379,CUST01372,Salem Malik,salemmalikgmail.com,+971 58 1704130,Sharjah,2026-04-14,2026-04-16,Fashion,595.74,1,Credit Card,False,True,False
ORD000794,CUST00977,Khalid Nasser,khalid.nasser21@hotmail.com,+971 54 7221563,Ajman,2025-05-17,2025-05-15,Books,18.6,1,Credit Card,True,False,False
ORD004064,CUST00957,Salem Malik,salemmalikgmail.com,+971 58 9164926,Sharjah,2025-01-04,2025-01-10,Home & Kitchen,91.7,1,Credit Card,False,True,False
ORD002920,CUST00471,Noor Hassan,noor.hassan70@yahoo.com,+971 50 5452279,Ajman,2025-09-18,2025-09-17,Home & Kitchen,243.68,1,Credit Card,True,False,False
ORD003894,CUST00188,Hassan Malik,hassan.malik10@outlook.com,+971 53 4386825,Dubai,2026-10-06,2026-06-16,Toys,9.89,1,Credit Card,True,False,False
ORD001931,CUST00053,Ahmed Al Maktoum,ahmed.almaktoum@gmail,+971 53 6184666,Dubai,2025-02-05,2025-02-14,Groceries,19.5,5,Credit Card,False,True,False
ORD002880,CUST01390,Yousef Sheikh,yousef.sheikh68@yahoo.com,+971 54 2603864,Abu Dhabi,2025-07-20,2025-07-18,Beauty,55.29,4,Credit Card,True,False,False
ORD000082,CUST00870,Mohammed Al Rashid,mohammed.alrashid@gmail,+971 59 8149041,Abu Dhabi,2025-10-28,2025-10-30,Groceries,95.31,2,Apple Pay,False,True,False
ORD003311,CUST00647,Sara Al Suwaidi,sara.alsuwaidi@gmail,+971 57 4620735,Ras Al Khaimah,2026-06-24,2026-07-02,Sports,20.45,2,Credit Card,False,True,False
ORD004032,CUST00558,Mariam Al Falasi,mariam.alfalasi79@gmail.com,+971 57 6247834,Abu Dhabi,2025-12-10,2025-10-21,Toys,16.18,1,Apple Pay,True,False,False
ORD002623,CUST00249,Omar Hassan,omar.hassan4@hotmail.com,+971 58 8398385,Abu Dhabi,2026-02-16,2026-02-12,Sports,72.52,4,Credit Card,True,False,False
ORD001332,CUST00221,Reem Nasser,reem.nasser32@yahoo.com,+971 56 3798207,Ajman,2025-08-04,2025-04-11,Fashion,225.6,5,Cash on Delivery,True,False,False
ORD002680,CUST01357,Mohammed Malik,mohammedmalikgmail.com,+971 56 2461765,Dubai,2026-06-11,2026-06-15,Sports,51.24,1,Credit Card,False,True,False
ORD000689,CUST00794,Fatima Nasser,fatima.nasser29@gmail.com,+971 53 9230270,Dubai,2025-03-17,2025-03-13,Toys,135.77,4,Apple Pay,True,False,False
ORD003794,CUST00861,Fatima Al Maktoum,fatima.almaktoum@gmail,+971 54 1164407,Ras Al Khaimah,2025-08-17,2025-08-27,Groceries,52.42,5,Credit Card,False,True,False
ORD000887,CUST01458,Ahmed Al Falasi,ahmed.alfalasi22@hotmail.com,+971 51 7891105,Ras Al Khaimah,2025-05-23,2025-05-19,Electronics,,1,Credit Card,True,False,False
ORD001952,CUST01170,Zainab Hassan,zainab.hassan@gmail,+971 51 7512733,Abu Dhabi,2025-09-18,2025-09-22,Electronics,235.55,1,Credit Card,False,True,False
ORD004059,CUST00121,Reem Al Amiri,reem.alamiri@gmail,+971 50 2057022,Sharjah,2025-03-18,2025-03-20,Toys,174.51,1,Cash on Delivery,False,True,False
ORD000569,CUST01136,Khalid Patel,khalid.patel96@outlook.com,+971 55 3138306,Dubai,2026-03-18,2026-03-16,Fashion,10.27,4,Apple Pay,True,False,False
ORD000489,CUST00138,Zainab Nasser,zainabnassergmail.com,+971 55 9291408,Ras Al Khaimah,2025-10-13,2025-10-19,Home & Kitchen,360.37,4,Cash on Delivery,False,True,False
ORD003758,CUST01252,Zainab Ibrahim,zainab.ibrahim@gmail,+971 50 6170751,Fujairah,2025-02-08,2025-02-11,Beauty,513.92,2,Apple Pay,False,True,False
ORD001398,CUST01451,Tariq Patel,tariq.patel@gmail,+971 57 1824706,Abu Dhabi,2025-08-24,2025-08-30,Books,25.24,1,Credit Card,False,True,False
ORD004391,CUST00258,Layla Al Rashid,laylaalrashidgmail.com,+971 54 9300007,Ajman,2025-03-25,2025-03-30,Fashion,111.6,2,Credit Card,False,True,False
ORD003719,CUST00033,Salem Al Amiri,salem.alamiri@gmail,+971 51 2142540,Dubai,2025-10-19,2025-10-28,Sports,55.62,3,Cash on Delivery,False,True,False
ORD001289,CUST00411,Salem Rahman,,+971 56 5246770,Dubai,2025-06-05,2025-06-04,Sports,22.12,2,Debit Card,True,False,False
ORD002528,CUST00636,Mariam Sheikh,mariam.sheikh71@hotmail.com,+971 53 3259346,Ajman,2025-05-25,2025-05-22,Electronics,122.35,5,Credit Card,True,False,False
ORD001779,CUST01345,Zainab Al Ali,zainab.alali@gmail,+971 54 9500660,Fujairah,2025-03-28,2025-04-07,Beauty,43.41,1,Credit Card,False,True,False
ORD002541,CUST01740,Yousef Sheikh,yousefsheikhgmail.com,+971 58 4488601,Ras Al Khaimah,2025-10-03,,Groceries,32.8,3,Credit Card,False,True,False
ORD001331,CUST01282,Amina Nasser,amina.nasser@gmail,+971 53 8612753,Dubai,2025-03-22,2025-03-27,Groceries,308.2,3,Credit Card,False,True,False
ORD004269,CUST00238,Yousef  Hassan,yousef.hassan84@gmail.com,+971 59 3369142,Abu Dhabi,2026-04-12,2026-04-07,Books,21.73,1,Cash on Delivery,True,False,False
ORD000678,CUST01136,Aisha Sheikh,aisha.sheikh@gmail,+971 50 9060167,Dubai,2025-09-03,2025-09-11,Beauty,384.63,2,Cash on Delivery,False,True,False
ORD002738,CUST00925,Mohammed Malik,mohammed.malik32@yahoo.com,+971 56 7546329,Dubai,2025-04-03,2025-03-14,Groceries,93.91,1,Debit Card,True,False,False
ORD000774,CUST01671,Hassan Khan,hassan.khan85@outlook.com,+971 52 1705070,Ras Al Khaimah,2025-07-08,2025-07-06,Sports,176.36,5,Cash on Delivery,True,False,False
ORD004594,CUST00945,Hassan Patel,hassan.patel@gmail,+971 52 1741266,Dubai,2025-07-07,2025-07-16,Home & Kitchen,7.6,1,Debit Card,False,True,False
ORD000514,CUST00370,Khalid Al Amiri,khalid.alamiri@gmail,+971 51 4528180,Sharjah,2025-08-01,2025-08-09,Electronics,26.91,5,Cash on Delivery,False,True,False
ORD004923,CUST01300,Amina  Al Suwaidi,amina.alsuwaidi@gmail,+971 51 4787798,Ajman,2025-01-06,2025-01-07,Books,119.99,4,Apple Pay,False,True,False
ORD002340,CUST01707,Amina Al Maktoum,amina.almaktoum37@outlook.com,+971 58 3683920,Ras Al Khaimah,2025-09-16,2025-09-11,Electronics,34.46,1,Credit Card,True,False,False
ORD004585,CUST00190,Noor Al Suwaidi,noor.alsuwaidi76@outlook.com,+971 51 6288188,Ajman,2025-11-02,2025-02-12,Home & Kitchen,55.24,4,Cash on Delivery,True,False,False
ORD000101,CUST01575,Fatima Al Amiri,fatima.alamiri@gmail,+971 56 9311162,Fujairah,2025-02-08,2025-02-11,Toys,16.19,1,Credit Card,False,True,False
ORD002402,CUST01769,Reem Al Amiri,reem.alamiri15@outlook.com,+971 57 7561238,Dubai,2025-10-05,2025-10-03,Electronics,79.58,1,Cash on Delivery,True,False,False
ORD000044,CUST01705,Aisha Sheikh,aisha.sheikh66@hotmail.com,+971 59 9526867,Ajman,2026-10-05,2026-05-14,Books,49.35,4,Debit Card,True,False,False
ORD001452,CUST00219,Rashid Ahmed,rashidahmedgmail.com,+971 50 6435540,Fujairah,2025-01-11,2025-01-17,Groceries,365.85,1,Credit Card,False,True,False
ORD004739,CUST00235,Khalid Al Maktoum,khalid.almaktoum53@outlook.com,+971 51 5414730,Dubai,2025-08-23,2025-08-22,Electronics,17.03,4,Cash on Delivery,True,False,False
ORD000519,CUST00503,Sara Ibrahim,sara.ibrahim@gmail,+971 55 4586506,Sharjah,2025-05-29,2025-05-31,Electronics,73.65,1,Cash on Delivery,False,True,False
ORD003880,CUST00046,Salem Ibrahim,salemibrahimgmail.com,+971 51 1505623,Ras Al Khaimah,2025-01-16,2025-01-17,Fashion,54.8,4,Debit Card,False,True,False
ORD002864,CUST00710,Yousef  Al Rashid,yousef.alrashid@gmail,+971 59 4064535,Ras Al Khaimah,2026-01-02,2026-01-05,Home & Kitchen,131.81,2,Credit Card,False,True,False
ORD002882,CUST01731,Reem Al Suwaidi,reem.alsuwaidi@gmail,+971 54 8501367,Fujairah,2026-01-14,2026-01-20,Electronics,8.0,2,Debit Card,False,True,False
ORD001726,CUST00649,Noor Ahmed,noor.ahmed6@yahoo.com,+971 50 3569308,Dubai,2026-11-05,2026-05-17,Fashion,197.55,4,Credit Card,True,False,False
ORD000528,CUST01795,Ali Al Ali,alialaligmail.com,+971 54 2985184,Dubai,2026-04-17,2026-04-18,Books,69.97,5,Cash on Delivery,False,True,False
ORD004668,CUST00776,Mohammed Rahman,mohammedrahmangmail.com,+971 53 2645871,Abu Dhabi,2026-05-20,2026-05-23,Fashion,352.61,1,Cash on Delivery,False,True,False
ORD004942,CUST00855,Mariam Al Suwaidi,mariamalsuwaidigmail.com,+971 53 8594826,Dubai,2025-09-02,2025-09-10,Fashion,54.29,1,Cash on Delivery,False,True,False
ORD000486,CUST00981,Noor Ibrahim,noor.ibrahim70@gmail.com,+971 53 1402667,Ras Al Khaimah,2025-05-07,2025-05-06,Fashion,16.08,1,Credit Card,True,False,False
ORD003201,CUST01118,Fatima Al Falasi,fatima.alfalasi@gmail,+971 58 4351567,Dubai,2025-07-29,2025-07-30,Beauty,80.25,3,Debit Card,False,True,False
ORD003610,CUST00515,Omar Al Maktoum,omaralmaktoumgmail.com,+971 57 9226492,Abu Dhabi,2025-11-12,2025-11-21,Toys,44.03,2,Cash on Delivery,False,True,False
ORD001982,CUST00111,Rashid Rahman,rashid.rahman60@outlook.com,+971 51 6373280,Fujairah,2025-11-06,2025-06-12,Beauty,16.78,1,Apple Pay,True,False,False
ORD001437,CUST01397,Layla Malik,,+971 51 8560292,Sharjah,2025-03-02,2025-02-11,Electronics,52.0,1,Cash on Delivery,True,False,False
ORD004011,CUST00192,Noor Al Ali,noor.alali@gmail,+971 51 2482606,Ajman,2026-04-22,2026-04-23,Beauty,68.21,1,Debit Card,False,True,False
ORD000398,CUST01431,Mohammed Rahman,mohammedrahmangmail.com,+971 54 8595349,Ajman,2025-10-14,2025-10-18,Groceries,258.24,3,Cash on Delivery,False,True,False
ORD004352,CUST00807,Reem Malik,reem.malik@gmail,+971 55 2555021,Ras Al Khaimah,2026-02-26,2026-03-03,Sports,69.93,3,Credit Card,False,True,False
ORD003453,CUST01170,Tariq Hassan,tariq.hassan@gmail,+971 59 9908346,Fujairah,2025-01-30,2025-02-08,Fashion,58.69,5,Credit Card,False,True,False
ORD004924,CUST00362,Ali Sheikh,ali.sheikh@gmail,+971 51 3688842,Dubai,2026-02-14,2026-02-17,Electronics,274.29,3,Credit Card,False,True,False
ORD002255,CUST01706,Rashid Patel,rashidpatelgmail.com,+971 58 7868690,Ras Al Khaimah,2025-06-06,2025-06-12,Home & Kitchen,19.06,1,Cash on Delivery,False,True,False
ORD004975,CUST00430,Fatima Al Maktoum,fatima.almaktoum@gmail,+971 52 5663859,Ras Al Khaimah,2025-06-19,2025-06-27,Beauty,15.3,4,Debit Card,False,True,False
ORD002788,CUST01258,Khalid Rahman,khalid.rahman36@gmail.com,+971 57 5413956,Ajman,2025-11-09,2025-11-08,Electronics,18.24,1,Debit Card,True,False,False
ORD002069,CUST01732,Fatima Ibrahim,fatima.ibrahim23@outlook.com,+971 57 9781792,Dubai,2026-05-09,2026-05-07,Sports,276.65,3,Cash on Delivery,True,False,False
ORD001865,CUST01699,Hassan Patel,hassan.patel95@outlook.com,+971 54 3840131,Ras Al Khaimah,2025-08-01,2025-01-10,Groceries,245.76,4,Credit Card,True,False,False
ORD000869,CUST00225,Tariq Ibrahim,tariq.ibrahim21@hotmail.com,+971 50 2551474,Ras Al Khaimah,2025-04-06,2025-04-04,Home & Kitchen,128.84,3,Cash on Delivery,True,False,False
ORD002534,CUST01018,Rashid Sheikh,rashid.sheikh42@gmail.com,+971 55 2117706,Sharjah,2026-10-01,2026-01-11,Toys,26.61,4,Cash on Delivery,True,False,False
ORD001589,CUST01164,Rashid Malik,rashid.malik@gmail,+971 56 1136920,Sharjah,2025-09-16,,Beauty,29.15,3,Cash on Delivery,False,True,False
ORD004596,CUST01698,Noor Ibrahim,noor.ibrahim@gmail,+971 58 8225005,Sharjah,2025-09-28,2025-09-30,Home & Kitchen,78.11,2,Cash on Delivery,False,True,False
ORD004818,CUST01319,Fatima Al Ali,fatima.alali@gmail,+971 58 7459926,Ajman,2025-08-21,2025-08-24,Fashion,27.81,1,Apple Pay,False,True,False
ORD001875,CUST01288,Omar Ahmed,omar.ahmed88@outlook.com,+971 56 4279076,Abu Dhabi,2025-09-19,2025-09-14,Beauty,247.23,4,Cash on Delivery,True,False,False
ORD001594,CUST01267,Tariq Al Falasi,tariqalfalasigmail.com,+971 52 1384638,Ajman,2025-10-25,2025-10-24,Fashion,164.67,2,Credit Card,True,True,False
ORD002586,CUST01119,Mohammed Patel,mohammed.patel73@outlook.com,+971 51 1665486,Abu Dhabi,2025-04-25,2025-04-21,Books,35.67,5,Credit Card,True,False,False
ORD003014,CUST01130,Yousef Patel,yousef.patel21@gmail.com,+971 59 7200434,Dubai,2026-06-29,2026-06-27,Sports,16.49,1,Apple Pay,True,False,False
ORD004947,CUST00455,Sara Nasser,sara.nasser@gmail,+971 59 5326576,Ras Al Khaimah,2025-07-12,2025-07-17,Electronics,3182.0,1,Debit Card,False,True,False
ORD003553,CUST00846,Hassan Nasser,hassan.nasser@gmail,+971 55 5304604,Fujairah,2025-04-14,2025-04-23,Beauty,94.32,2,Cash on Delivery,False,True,False
ORD004772,CUST00058,Omar Sheikh,omar.sheikh@gmail,+971 54 4716068,Sharjah,2025-11-16,2025-11-17,Home & Kitchen,25.16,1,Credit Card,False,True,False
ORD004419,CUST00767,Rashid Al Rashid,rashid.alrashid@gmail,+971 57 5188279,Abu Dhabi,2025-03-12,2025-03-21,Sports,46.95,4,Apple Pay,False,True,False
ORD003584,CUST00733,Mariam Rahman,mariam.rahman@gmail,+971 55 5178187,Ras Al Khaimah,2025-01-28,2025-01-31,Toys,19.63,2,Credit Card,False,True,False
ORD002942,CUST00456,Ali Ahmed,aliahmedgmail.com,+971 51 1500304,Ras Al Khaimah,2025-08-20,2025-08-28,Toys,41.83,5,Cash on Delivery,False,True,False
ORD001476,CUST01418,Aisha Ibrahim,aisha.ibrahim46@hotmail.com,+971 56 3018711,Dubai,2026-06-02,2026-02-10,Home & Kitchen,127.52,1,Cash on Delivery,True,False,False
ORD001308,CUST00541,Reem Ibrahim,reem.ibrahim93@yahoo.com,+971 50 2448892,Abu Dhabi,2025-10-25,2025-10-24,Home & Kitchen,66.08,4,Cash on Delivery,True,False,False
ORD002524,CUST01351,Noor Hassan,noor.hassan@gmail,+971 59 7579146,Ras Al Khaimah,2025-07-13,2025-07-21,Home & Kitchen,48.74,2,Credit Card,False,True,False
ORD000495,CUST01724,Reem Malik,reem.malik@gmail,+971 56 4267037,Ajman,2025-11-17,2025-11-24,Toys,305.86,3,Cash on Delivery,False,True,False
ORD004163,CUST00814,Ahmed Hassan,ahmed.hassan93@gmail.com,+971 54 9139503,Ras Al Khaimah,2026-06-01,2026-01-09,Toys,50.98,1,Credit Card,True,False,False
ORD001396,CUST00699,Amina Hassan,amina.hassan40@outlook.com,+971 58 3221550,Fujairah,2025-04-16,2025-04-15,Toys,80.21,4,Cash on Delivery,True,False,False
ORD001434,CUST00200,Fatima Al Amiri,fatimaalamirigmail.com,+971 59 1177286,Fujairah,2025-08-01,2025-08-02,Beauty,3722.0,4,Cash on Delivery,False,True,False
ORD000791,CUST00809,Mohammed Sheikh,mohammed.sheikh36@yahoo.com,+971 57 3422356,Fujairah,2025-03-01,2025-01-05,Electronics,102.47,3,Debit Card,True,False,False
ORD002599,CUST00756,Mariam Al Maktoum,mariam.almaktoum16@yahoo.com,+971 57 9189325,Sharjah,2025-03-07,2025-03-02,Fashion,221.42,2,Cash on Delivery,True,False,False
ORD002436,CUST00232,Mohammed Al Suwaidi,mohammed.alsuwaidi11@hotmail.com,+971 59 4312137,Fujairah,2025-02-01,2025-01-03,Toys,46.08,4,Cash on Delivery,True,False,False
ORD003501,CUST00104,Huda Al Maktoum,huda.almaktoum20@yahoo.com,+971 53 5664542,Sharjah,2026-09-03,2026-03-19,Home & Kitchen,217.16,1,Cash on Delivery,True,False,False
ORD003484,CUST01466,Fatima Patel,fatimapatelgmail.com,+971 51 6346617,Fujairah,2026-05-10,2026-05-18,Electronics,62.54,2,Credit Card,False,True,False
ORD003066,CUST01706,Amina Sheikh,amina.sheikh99@hotmail.com,+971 54 1813194,Dubai,2026-10-02,2026-02-06,Electronics,91.98,3,Credit Card,True,False,False
ORD002086,CUST00479,Omar Patel,omar.patel@gmail,+971 51 4576814,Sharjah,2025-11-19,2025-11-18,Groceries,19.67,2,Credit Card,True,True,False
ORD002682,CUST00971,Mohammed Ibrahim,mohammed.ibrahim55@outlook.com,+971 57 9503169,Fujairah,2025-10-04,2025-09-29,Fashion,49.3,1,Cash on Delivery,True,False,False
ORD001988,CUST00744,Hassan Al Rashid,hassan.alrashid@gmail,+971 53 5481499,Ajman,2026-06-18,2026-06-24,Beauty,111.74,1,Apple Pay,False,True,False
ORD001500,CUST01587,Reem Rahman,reem.rahman66@hotmail.com,+971 51 8457737,Dubai,2026-04-24,2026-04-22,Toys,120.61,1,Credit Card,True,False,False
ORD003741,CUST01333,Rashid Al Maktoum,rashid.almaktoum@gmail,+971 56 9168796,Ras Al Khaimah,2026-03-31,2026-04-07,Toys,32.63,5,Apple Pay,False,True,False
ORD003199,CUST00558,Omar  Ibrahim,omar.ibrahim15@hotmail.com,+971 50 6580259,Sharjah,2025-10-09,2025-10-04,Sports,45.96,1,Cash on Delivery,True,False,False
ORD001458,CUST00986,Yousef Al Maktoum,yousef.almaktoum38@hotmail.com,+971 58 4626686,Abu Dhabi,2025-07-26,2025-07-23,Books,,2,Cash on Delivery,True,False,False
ORD004711,CUST00767,Mariam Al Falasi,mariam.alfalasi4@yahoo.com,+971 56 8933502,Abu Dhabi,2025-12-03,2025-11-28,Beauty,36.29,4,Credit Card,True,False,False
ORD002485,CUST00602,Mariam Hassan,mariam.hassan@gmail,+971 55 7938276,Sharjah,2025-07-23,2025-07-24,Home & Kitchen,38.49,4,Apple Pay,False,True,False
ORD001310,CUST00027,Omar Patel,omar.patel@gmail,+971 51 1059584,Fujairah,2025-02-08,2025-02-17,Beauty,107.2,5,Credit Card,False,True,False
ORD001782,CUST00064,Rashid Hassan,rashid.hassan67@yahoo.com,+971 55 4308799,Sharjah,2026-04-13,2026-04-12,Books,61.37,1,Credit Card,True,False,False
ORD004085,CUST00994,Huda Hassan,huda.hassan@gmail,+971 59 8646241,Abu Dhabi,2026-02-19,2026-02-28,Beauty,247.44,3,Cash on Delivery,False,True,False
ORD003468,CUST01289,Hassan Rahman,hassanrahmangmail.com,+971 50 3631910,Dubai,2025-04-30,2025-05-08,Electronics,76.09,1,Credit Card,False,True,False
